knowledge	sindresorhus/awesome	500642	2026-08-21T12:39:13Z	false	CC0-1.0	-	😎 Awesome lists about all kinds of interesting topics [NOTE: Pull requests are temporarily disabled until I have a chance to catch up with the existing ones]
knowledge	vinta/awesome-python	316595	2026-08-25T04:08:40Z	false	NOASSERTION	Python	The definitive list that answers "I want to do X in Python, which tool should I use?"
knowledge	awesome-selfhosted/awesome-selfhosted	315661	2026-08-27T15:08:33Z	false	NOASSERTION	-	A list of Free Software network services and web applications which can be hosted on your own servers
knowledge	trimstray/the-book-of-secret-knowledge	240730	2024-11-19T14:00:38Z	false	MIT	-	A collection of inspiring lists, manuals, cheatsheets, blogs, hacks, one-liners, cli/web tools and more.
knowledge	avelino/awesome-go	182481	2026-08-27T09:04:15Z	false	MIT	Go	A curated list of awesome Go frameworks, libraries and software
knowledge	521xueweihan/HelloGitHub	173384	2026-08-28T00:38:12Z	false	NONE	Python	:octocat: 分享 GitHub 上有趣、入门级的开源项目。Share interesting, entry-level open source projects on GitHub.
knowledge	Hack-with-Github/Awesome-Hacking	119217	2026-07-26T03:29:02Z	false	CC0-1.0	-	A collection of various awesome lists for hackers, pentesters and security researchers
knowledge	jaywcjlove/awesome-mac	111983	2026-08-28T01:19:31Z	false	CC0-1.0	Swift	 This project is dedicated to collecting high-quality macOS software and organizing them systematically by different categories for easy search and use.
knowledge	papers-we-love/papers-we-love	109051	2026-08-24T09:14:23Z	false	NONE	Shell	Papers from the computer science community to read and discuss.
knowledge	ruvnet/RuView	91880	2026-08-28T03:05:53Z	false	MIT	Rust	π RuView turns commodity WiFi signals into real-time spatial intelligence, vital sign monitoring, and presence detection — all without a single pixel of video.
knowledge	MunGell/awesome-for-beginners	88783	2026-07-25T07:00:20Z	false	NONE	-	A list of awesome beginners-friendly projects.
knowledge	DopplerHQ/awesome-interview-questions	84232	2024-07-29T14:21:23Z	true	NONE	-	:octocat: A curated awesome list of lists of interview questions. Feel free to contribute! :mortar_board: 
knowledge	enaqx/awesome-react	74418	2026-08-20T07:58:12Z	false	NONE	-	A collection of awesome things regarding React ecosystem
knowledge	binhnguyennus/awesome-scalability	73565	2026-01-04T03:51:47Z	false	MIT	-	The Patterns of Scalable, Reliable, and Performant Large-Scale Systems
knowledge	fffaraz/awesome-cpp	72973	2026-08-22T08:36:07Z	false	MIT	-	A curated list of awesome C++ (or C) frameworks, libraries, resources, and shiny things. Inspired by awesome-... stuff.
knowledge	prakhar1989/awesome-courses	70707	2023-05-04T12:49:34Z	false	NONE	-	:books: List of awesome university courses for learning Computer Science!
knowledge	sindresorhus/awesome-nodejs	66637	2026-05-03T08:24:10Z	false	CC0-1.0	-	:zap: Delightful Node.js packages and resources [BECAUSE OF TOO MUCH SPAM AND LOW-QUALITY SUBMISSIONS, SUBMISSIONS ARE PAUSED UNTIL JULY]
knowledge	Solido/awesome-flutter	61018	2026-04-21T19:06:09Z	false	NONE	Dart	An awesome list that curates the best Flutter libraries, tools, tutorials, articles and more.
knowledge	rust-unofficial/awesome-rust	59012	2026-08-27T18:15:02Z	false	CC0-1.0	Rust	A curated list of Rust code and resources.
knowledge	tiimgreen/github-cheat-sheet	58753	2024-04-15T20:15:56Z	false	MIT	-	A list of cool features of Git and GitHub.
knowledge	wasabeef/awesome-android-ui	57380	2026-06-05T05:39:52Z	false	MIT	-	A curated list of awesome Android UI/UX libraries
knowledge	vsouza/awesome-ios	53187	2026-08-27T19:34:29Z	false	MIT	Swift	A curated list of awesome iOS ecosystem, including Objective-C and Swift Projects 
knowledge	hesreallyhim/awesome-claude-code	53108	2026-08-28T05:43:46Z	false	NOASSERTION	Python	A hand-picked collection of the finest of resources for the most awesome of agents, Claude Code, the undisputed champion of coding companions, from the unstoppable team at Anthropic PBC. A delectable showcase of top tier skills, ambidextrous agents, scintillating status lines, top notch developer tooling, and also we have plugins
knowledge	VoltAgent/awesome-openclaw-skills	52214	2026-08-23T08:45:20Z	false	MIT	-	The awesome collection of OpenClaw skills. 5,400+ skills filtered and categorized from the official OpenClaw Skills Registry.🦞
